word,synonyms
আনন্দ43,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ43,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি43,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত43,"দৃঢ়, কঠিন, মজবুত"
দুর্বল43,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর43,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়43,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম44,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত44,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস44,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ44,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ44,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি44,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত44,"দৃঢ়, কঠিন, মজবুত"
দুর্বল44,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর44,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়44,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম45,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত45,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস45,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ45,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ45,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি45,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত45,"দৃঢ়, কঠিন, মজবুত"
দুর্বল45,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর45,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়45,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম46,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত46,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস46,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ46,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ46,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি46,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত46,"দৃঢ়, কঠিন, মজবুত"
দুর্বল46,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর46,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়46,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম47,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত47,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস47,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ47,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ47,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি47,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত47,"দৃঢ়, কঠিন, মজবুত"
দুর্বল47,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর47,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়47,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম48,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত48,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস48,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ48,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ48,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি48,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত48,"দৃঢ়, কঠিন, মজবুত"
দুর্বল48,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর48,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়48,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম49,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত49,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস49,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ49,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ49,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি49,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত49,"দৃঢ়, কঠিন, মজবুত"
দুর্বল49,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর49,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়49,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম50,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত50,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস50,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ50,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ50,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি50,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত50,"দৃঢ়, কঠিন, মজবুত"
দুর্বল50,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর50,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়50,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম51,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত51,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস51,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ51,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ51,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি51,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত51,"দৃঢ়, কঠিন, মজবুত"
দুর্বল51,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর51,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়51,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম52,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত52,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস52,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ52,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ52,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি52,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত52,"দৃঢ়, কঠিন, মজবুত"
দুর্বল52,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর52,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়52,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম53,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত53,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস53,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ53,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ53,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি53,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত53,"দৃঢ়, কঠিন, মজবুত"
দুর্বল53,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর53,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়53,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম54,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত54,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস54,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ54,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ54,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি54,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত54,"দৃঢ়, কঠিন, মজবুত"
দুর্বল54,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর54,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়54,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম55,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত55,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস55,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ55,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ55,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি55,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত55,"দৃঢ়, কঠিন, মজবুত"
দুর্বল55,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর55,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়55,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম56,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত56,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস56,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ56,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ56,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি56,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত56,"দৃঢ়, কঠিন, মজবুত"
দুর্বল56,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর56,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়56,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম57,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত57,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস57,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ57,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ57,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি57,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত57,"দৃঢ়, কঠিন, মজবুত"
দুর্বল57,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর57,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়57,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম58,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত58,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস58,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ58,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ58,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি58,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত58,"দৃঢ়, কঠিন, মজবুত"
দুর্বল58,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর58,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়58,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম59,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত59,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস59,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ59,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ59,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি59,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত59,"দৃঢ়, কঠিন, মজবুত"
দুর্বল59,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর59,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়59,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম60,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত60,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস60,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ60,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ60,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি60,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত60,"দৃঢ়, কঠিন, মজবুত"
দুর্বল60,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর60,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়60,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম61,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত61,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস61,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ61,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ61,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি61,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত61,"দৃঢ়, কঠিন, মজবুত"
দুর্বল61,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর61,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়61,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম62,"অসমর্থ, অদক্ষ, দুর্বল"
দ্রুত62,"শীঘ্র, ত্বরিত, তাড়াতাড়ি"
সাহস62,"বীরত্ব, ধৈর্য, দৃঢ়তা"
আনন্দ62,"সুখ, প্রসন্নতা, আহ্লাদ"
দুঃখ62,"বেদনা, কষ্ট, বিষাদ"
বুদ্ধি62,"মেধা, প্রজ্ঞা, বিবেক"
শক্ত62,"দৃঢ়, কঠিন, মজবুত"
দুর্বল62,"নির্বল, ক্ষীণ, অক্ষম"
সুন্দর62,"মনোরম, রূপসী, আকর্ষণীয়"
ভয়62,"আতঙ্ক, আশঙ্কা, ত্রাস"
অক্ষম63,"অসমর্থ, অদক্ষ, দুর্বল"
